Item No.,Description,Current Unit Cost (LCY),Item Replenishment System,Base Unit of Measure,Production BOM No.,Status,Type,No.,Description1,Quantity per,BOM Unit of Measure Code,Line Item Replenishment System,BOM Unit Cost (LCY)
1850,BALLAST BALMORAL DRAWING NO. DGM-1-00098,0.00,Prod. Order,EA,1850,Under Development,Item,1005,LEAD CHEMB,33.06,KG,Purchase,1.72
1851,BALLAST CRP DRAWING NO. STA-014561,0.00,Prod. Order,EA,1851,Under Development,Item,1005,LEAD CHEMB,1.898,KG,Purchase,1.72
1852,BALLAST CRP DRAWING NO. STA-021257,0.00,Prod. Order,EA,1852,Under Development,Item,3051,M16 SERRATED FLANGE NUT BZP,1.,EA,Purchase,0.00
1853,BALLAST CRP DRAWING NO. STA-021294,0.00,Prod. Order,EA,1853,Under Development,Item,3051,M16 SERRATED FLANGE NUT BZP,1.,EA,Purchase,0.00
1854,BALLAST CRP DRAWING NO. STA-021498,0.00,Prod. Order,EA,1854,Under Development,Item,3051,M16 SERRATED FLANGE NUT BZP,1.,EA,Purchase,0.00
1855,BALLAST CRP DRAWING NO. STA-022371,0.00,Prod. Order,EA,1855,Under Development,Item,1005,LEAD CHEMB,7.3,KG,Purchase,1.72
1856,BALLAST CRP W15799 CHEM B INGOT,0.00,Prod. Order,EA,1856,Under Development,Item,1005,LEAD CHEMB,154.,KG,Purchase,1.72
1857,"BB18-100988-00 BLOCK, LEAD IMPRESSION - 4% ANTIMONIAL LEAD ALLOY",0.00,Prod. Order,EA,1857,Under Development,Item,1817,ALLOY 4%SB,0.19,KG,Prod. Order,0.72
1858,BILLET 0.8%SB,0.00,Prod. Order,EA,1858,Certified,Item,1814,ALLOY 0.8%SB,63.,KG,Prod. Order,0.00
1859,BILLET 0.9%SB,0.00,Prod. Order,EA,1859,Certified,Item,1815,ALLOY 0.9%SB,63.,KG,Prod. Order,0.00
1860,BILLET 1.0%SB,106.27,Prod. Order,EA,1860,Certified,Item,1190,ALLOY 1%SB,63.,KG,Prod. Order,1.69
1861,BILLET 4.0%SB,0.00,Prod. Order,EA,1861,Certified,Item,1817,ALLOY 4%SB,63.,KG,Prod. Order,0.72
1862,BILLET 4.0%SB 2.0%SN,0.00,Prod. Order,EA,1862,Certified,Item,1192,ALLOY 4%SB 2%SN,63.,KG,Prod. Order,2.35
1863,BILLET 5.5%SB,0.00,Prod. Order,EA,1863,Certified,Item,1193,ALLOY 5.5%SB,63.,KG,Prod. Order,1.97
1864,BILLET 6.0%SB 0.5%AG,0.00,Prod. Order,EA,1864,Certified,Item,1822,ALLOY 6.0%SB 0.5%AG,63.,KG,Prod. Order,0.00
1865,BILLET CHEMA,0.00,Prod. Order,EA,1865,Certified,Item,1297,LEAD CHEMA,63.,KG,Purchase,1.51
1866,BILLET CHEMB,104.91,Prod. Order,EA,1866,Certified,Item,1005,LEAD CHEMB,63.,KG,Purchase,1.72
1867,BLADE ANTUCOYA 5605,0.00,Prod. Order,EA,1867,Under Development,Item,1296,LEAD CASNPB,67.67,KG,Purchase,2.10
1868,BLADE ATLANTIC COPPER 3441.1 CASNPB,0.00,Prod. Order,EA,1868,Under Development,Item,1296,LEAD CASNPB,61.26,KG,Purchase,2.10
1869,BLADE ATLANTIC COPPER 3482.1 CASNPB,0.00,Prod. Order,EA,1869,Under Development,Item,1296,LEAD CASNPB,61.26,KG,Purchase,2.10
1870,BLADE AURUBIS 12MM X 840MM X 705MM CASNPB,0.00,Prod. Order,EA,1870,Under Development,Item,1296,LEAD CASNPB,46.583,KG,Purchase,2.10
1871,BLADE AURUBIS 3356,0.00,Prod. Order,EA,1871,Under Development,Item,1296,LEAD CASNPB,57.22,KG,Purchase,2.10
1872,BLADE AURUBIS 5608,0.00,Prod. Order,EA,1872,Under Development,Item,1296,LEAD CASNPB,109.73,KG,Purchase,2.10
1873,BLADE AURUBIS 5610,0.00,Prod. Order,EA,1873,Under Development,Item,1296,LEAD CASNPB,109.73,KG,Purchase,2.10
1874,BLADE BOLIDEN 3405.2 CASNPB,0.00,Prod. Order,EA,1874,Under Development,Item,1296,LEAD CASNPB,58.34,KG,Purchase,2.10
1875,BLADE CHIYODA 3522,0.00,Prod. Order,EA,1875,Under Development,Item,1296,LEAD CASNPB,46.23,KG,Purchase,2.10
1876,BLADE CHIYODA 3522 EW0 - NO ADDITIONAL HOLES,0.00,Prod. Order,EA,1876,Under Development,Item,1296,LEAD CASNPB,46.23,KG,Purchase,2.10
1877,BLADE CHIYODA 3522 EW1 - WITH ADDITIONAL HOLES,0.00,Prod. Order,EA,1877,Under Development,Item,1296,LEAD CASNPB,46.23,KG,Purchase,2.10
1878,BLADE EPCM 5552,0.00,Prod. Order,EA,1878,Under Development,Item,1296,LEAD CASNPB,70.4,KG,Purchase,2.10
1879,BLADE FLORENCE 5566 CASNPB,0.00,Prod. Order,EA,1879,Under Development,Item,1296,LEAD CASNPB,42.41,KG,Purchase,2.10
1880,BLADE KCC EW2 3412.2 CASNPB,0.00,Prod. Order,EA,1880,Under Development,Item,1296,LEAD CASNPB,57.34,KG,Purchase,2.10
1881,BLADE KYZYL 5589.2,0.00,Prod. Order,EA,1881,Under Development,Item,1296,LEAD CASNPB,42.41,KG,Purchase,2.10
1882,BLADE LISBON 5554,0.00,Prod. Order,EA,1882,Under Development,Item,1296,LEAD CASNPB,42.82,KG,Purchase,2.10
1883,BLADE MASKEW 5564.2 CASNPB,0.00,Prod. Order,EA,1883,Under Development,Item,1296,LEAD CASNPB,40.78,KG,Purchase,2.10
1884,BLADE MIMBULA 5587,0.00,Prod. Order,EA,1884,Under Development,Item,1296,LEAD CASNPB,53.99,KG,Purchase,2.10
1885,BLADE MUTANDA 3429.2 CASNPB,0.00,Prod. Order,EA,1885,Under Development, ,,,0.,,Purchase,0.00
1886,BLADE MUTOSHI 5565.2 CASNPB,0.00,Prod. Order,EA,1886,Under Development,Item,1296,LEAD CASNPB,42.41,KG,Purchase,2.10
1887,BLADE NORNICKEL 5616,0.00,Prod. Order,EA,1887,Under Development,Item,1296,LEAD CASNPB,75.25,KG,Purchase,2.10
1888,BLADE OUTOTEC SILVER 3530 LCHEMB0.65%AG,0.00,Prod. Order,EA,1888,Under Development,Item,3039,LEAD CHEMB 0.65%AG,225.06,KG,Purchase,0.00
1889,BLADE TATA WB613/25,0.00,Prod. Order,EA,1889,Under Development,Item,1192,ALLOY 4%SB 2%SN,"1,000.",KG,Prod. Order,2.35
1890,BLADE TATA WB613/26,0.00,Prod. Order,EA,1890,Under Development,Item,1192,ALLOY 4%SB 2%SN,"1,000.",KG,Prod. Order,2.35
1891,BLANK DOSE ADMIN POT 3421 - 4%SB 95X95X95,0.00,Prod. Order,EA,1891,Under Development, ,,,0.,,Purchase,0.00
1892,BLANK DOSE ADMIN POT 3421 - 4%SB 95X95X95,0.00,Prod. Order,EA,1892,Under Development,Item,1817,ALLOY 4%SB,9.72,KG,Prod. Order,0.72
1893,BLANK PET POT BODY J0309 - 4%SB 150X130X130,0.00,Prod. Order,EA,1893,Under Development,Item,1817,ALLOY 4%SB,17.279,KG,Prod. Order,0.72
1894,BLANK PET POT CAP J0311 - 4%SB 60X50X50,0.00,Prod. Order,EA,1894,Under Development,Item,1817,ALLOY 4%SB,1.201,KG,Prod. Order,0.72
1895,BLANK PET POT LID J0310 - 4%SB 130X130X50,0.00,Prod. Order,EA,1895,Under Development,Item,1817,ALLOY 4%SB,5.803,KG,Prod. Order,0.72
1896,BLANK RF200SPS  COLLIMATOR - CHEMB200X200X8,6.65,Prod. Order,EA,1896,Certified,Item,1005,LEAD CHEMB,3.63,KG,Purchase,1.72
1897,BLANK-DRWG 40201243 ISS4 - 4.0%SB 25MMX115MMX160MM,0.00,Prod. Order,EA,1897,Under Development,Item,1817,ALLOY 4%SB,5.22,KG,Prod. Order,0.72
1898,BLANK-FV2208145-4%SB255X195X40,0.00,Prod. Order,EA,1898,Under Development,Item,1817,ALLOY 4%SB,22.56,KG,Prod. Order,0.72
1899,BODY DR-002 METALCRAFT EMPTIED,0.00,Prod. Order,EA,1899,Under Development,Item,2083,BSEN BLOCK,500.,KG,Purchase,0.00
1900,BODY DR-002 METALCRAFT FILLED,0.00,Prod. Order,EA,1900,Under Development,Item,2083,BSEN BLOCK,500.,KG,Purchase,0.00
1901,BONDED 12.5MM PLASTERBOARD BG CODE 4 (1.8MM) 3000MM X 600MM,0.00,Prod. Order,EA,1901,Certified,Item,2185,BSEN SHEET CODE 4 (1.8MM) 2990MM X 590MM,1.,EA,Purchase,0.00
1901,BONDED 12.5MM PLASTERBOARD BG CODE 4 (1.8MM) 3000MM X 600MM,0.00,Prod. Order,EA,1901,Certified,Item,3096,PLASTERBOARD BRITISH GYPSUM SOUNDBLOC 12.5MM X 3000MM X 1200MM,0.5,EA,Purchase,0.00
1902,BONDED 12.5MM PLASTERBOARD BG CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,1902,Certified,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
1902,BONDED 12.5MM PLASTERBOARD BG CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,1902,Certified,Item,1567,PLASTERBOARD BRITISH GYPSUM 12.5MM X 2400MM X 1200MM,0.5,EA,Purchase,7.95
1903,BONDED 12.5MM PLASTERBOARD BG CODE 6 (2.65MM) 1060MM X 600MM,0.00,Prod. Order,EA,1903,Under Development,Item,2277,BSEN SHEET CODE 6 (2.65MM) 2100MM X 590MM,0.5,EA,Purchase,0.00
1904,BONDED 12.5MM PLASTERBOARD BG CODE 6 (2.65MM) 2400MM X 600MM,0.00,Prod. Order,EA,1904,Under Development,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
1905,BONDED 12.5MM PLASTERBOARD BG SOUNDBLOC CODE 3 (1.32MM) 2500MM X 600MM,0.00,Prod. Order,EA,1905,Under Development,Item,2157,BSEN SHEET CODE 3 (1.32MM) 2490MM X 590MM,1.,EA,Purchase,0.00
1906,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 1200MM X 600MM,0.00,Prod. Order,EA,1906,Under Development,Item,2136,BSEN SHEET CODE 3 (1.32MM) 1190MM X 590MM,1.,EA,Purchase,0.00
1907,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 2000MM X 600MM,0.00,Prod. Order,EA,1907,Certified,Item,2143,BSEN SHEET CODE 3 (1.32MM) 1990MM X 590MM,1.,EA,Purchase,0.00
1907,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 2000MM X 600MM,0.00,Prod. Order,EA,1907,Certified,Item,1308,PLASTERBOARD 12.5MM X 2400MM X 1200MM,0.5,EA,Purchase,7.95
1908,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 2500MM X 600MM,0.00,Prod. Order,EA,1908,Under Development, ,,,0.,,Purchase,0.00
1909,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 2600MM X 600MM,0.00,Prod. Order,EA,1909,Under Development,Item,2159,BSEN SHEET CODE 3 (1.32MM) 2590MM X 590MM,1.,EA,Purchase,0.00
1910,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 2700MM X 600MM,0.00,Prod. Order,EA,1910,Under Development,Item,2160,BSEN SHEET CODE 3 (1.32MM) 2690MM X 590MM,1.,EA,Purchase,0.00
1911,BONDED 12.5MM PLASTERBOARD CODE 3 (1.32MM) 810MM X 600MM,0.00,Prod. Order,EA,1911,Under Development,Item,2674,FLAT LEAD SHEET BSEN 1.32MM (CD3) X 800MM X 590MM,0.5,EA,Prod. Order,0.00
1912,BONDED 12.5MM PLASTERBOARD CODE 4 (1.8MM) 2000MM X 600MM,0.00,Prod. Order,EA,1912,Under Development,Item,2178,BSEN SHEET CODE 4 (1.8MM) 1990MM X 590MM,1.,EA,Purchase,0.00
1913,BONDED 12.5MM PLASTERBOARD CODE 4 (1.8MM) 900MM X 600MM,0.00,Prod. Order,EA,1913,Under Development,Item,2176,BSEN SHEET CODE 4 (1.8MM) 1780MM X 590MM,0.5,EA,Purchase,0.00
1914,BONDED 12.5MM PLASTERBOARD CODE 5 (2.24MM) 1150MM X 600MM,0.00,Prod. Order,EA,1914,Under Development,Item,2197,BSEN SHEET CODE 5 (2.24MM) 1140MM X 590MM,1.,EA,Purchase,0.00
1915,BONDED 12.5MM PLASTERBOARD CODE 5 (2.24MM) 1400MM X 600MM,0.00,Prod. Order,EA,1915,Under Development,Item,2204,BSEN SHEET CODE 5 (2.24MM) 1390MM X 590MM,1.,EA,Purchase,0.00
1916,BONDED 12.5MM PLASTERBOARD CODE 5 (2.24MM) 1500MM X 600MM,0.00,Prod. Order,EA,1916,Under Development,Item,2205,BSEN SHEET CODE 5 (2.24MM) 1490MM X 590MM,1.,EA,Purchase,0.00
1917,BONDED 12.5MM PLASTERBOARD CODE 5 (2.24MM) 2700MM X 600MM,0.00,Prod. Order,EA,1917,Under Development,Item,2245,BSEN SHEET CODE 5 (2.24MM) 2690MM X 590MM,1.,EA,Purchase,0.00
1918,BONDED 12.5MM PLASTERBOARD CODE 5 (2.24MM) 900MM X 600MM,0.00,Prod. Order,EA,1918,Under Development,Item,2210,BSEN SHEET CODE 5 (2.24MM) 1780MM X 590MM,0.5,EA,Purchase,0.00
1919,BONDED 12.5MM PLASTERBOARD CODE 6 (2.65MM) 1200MM X 600MM,0.00,Prod. Order,EA,1919,Under Development,Item,2272,BSEN SHEET CODE 6 (2.65MM) 1780MM X 590MM,0.5,EA,Purchase,0.00
1920,BONDED 12.5MM PLASTERBOARD CODE 6 (2.65MM) 2400MM X 600MM,0.00,Prod. Order,EA,1920,Under Development,Item,1239,BSEN SHEET CODE 6 (2.65MM) 2390MM X 590MM,1.,EA,Purchase,79.87
1921,BONDED 12.5MM PLASTERBOARD CODE 6 (2.65MM) 900MM X 600MM,0.00,Prod. Order,EA,1921,Under Development,Item,2272,BSEN SHEET CODE 6 (2.65MM) 1780MM X 590MM,0.5,EA,Purchase,0.00
1922,BONDED 12.5MM PLASTERBOARD CODE 7 (3.15MM) 1200MM X 600MM,0.00,Prod. Order,EA,1922,Under Development,Item,1245,BSEN SHEET CODE 7 (3.15MM) 1190MM X 590MM,1.,EA,Purchase,50.00
1923,BONDED 12.5MM PLASTERBOARD CODE 7 (3.15MM) 2400MM X 600MM,0.00,Prod. Order,EA,1923,Under Development,Item,2339,BSEN SHEET CODE 7 (3.15MM) 2390MM X 590MM,1.,EA,Purchase,0.00
1924,BONDED 12.5MM PLASTERBOARD CODE 7 (3.15MM) 810MM X 600MM,0.00,Prod. Order,EA,1924,Under Development,Item,2755,FLAT LEAD SHEET BSEN 3.15MM (CD7) X 800MM X 590MM,0.5,EA,Prod. Order,0.00
1925,BONDED 12.5MM PLASTERBOARD FB 5MM 1267MM X 600MM,0.00,Prod. Order,EA,1925,Under Development,Item,2776,FLAT LEAD SHEET BSEN 5.0MM X 1257MM X 590MM,1.,EA,Prod. Order,0.00
1926,BONDED 12.5MM PLASTERBOARD FERMACELL 5MM X 1200MM X 600MM,0.00,Prod. Order,EA,1926,Under Development,Item,2775,FLAT LEAD SHEET BSEN 5.0MM X 1190MM X 590MM,1.,EA,Prod. Order,0.00
1927,BONDED 12.5MM PLASTERBOARD FERMACELL CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,1927,Under Development,Item,1015,BSEN SHEET CODE 5 (2.24MM) 2390MM X 590MM,1.,EA,Purchase,68.55
1928,BONDED 12.5MM PLASTERBOARD GS CODE 3 (1.32MM) 2400MM X 600MM,0.00,Prod. Order,EA,1928,Under Development,Item,1210,BSEN SHEET CODE 3 (1.32MM) 2390MM X 590MM,1.,EA,Purchase,37.79
1929,BONDED 12.5MM PLASTERBOARD GS CODE 4 (1.8MM) 1550MM X 600MM,0.00,Prod. Order,EA,1929,Under Development,Item,2174,BSEN SHEET CODE 4 (1.8MM) 1540MM X 590MM,1.,EA,Purchase,0.00
1930,BONDED 12.5MM PLASTERBOARD GS CODE 5 (2.24MM) 2400MM X 600MM,0.00,Prod. Order,EA,1930,Under Development,Item,1210,BSEN SHEET CODE 3 (1.32MM) 2390MM X 590MM,1.,EA,Purchase,37.79
1931,BONDED 12.5MM PLASTERBOARD SDB CODE 3 (1.32MM) 2400MM X 600MM,0.00,Prod. Order,EA,1931,Under Development,Item,1210,BSEN SHEET CODE 3 (1.32MM) 2390MM X 590MM,1.,EA,Purchase,37.79
1932,BONDED 12MM MDF CODE 5 (2.24MM) 2000MM X 600MM,0.00,Prod. Order,EA,1932,Under Development,Item,1013,BSEN SHEET CODE 5 (2.24MM) 1990MM X 590MM,1.,EA,Purchase,57.27
1933,BONDED 12MM PLYWOOD 4.0MM 2300MM X 600MM,0.00,Prod. Order,EA,1933,Under Development,Item,2108,BSEN SHEET 4.0MM 2290MM X 590MM,1.,EA,Purchase,0.00
1934,BONDED 12MM PLYWOOD 4.0MM 2400MM X 600MM,0.00,Prod. Order,EA,1934,Under Development,Item,2767,FLAT LEAD SHEET BSEN 4.0MM X 2390MM X 590MM,1.,EA,Prod. Order,0.00
1935,BONDED 12MM PLYWOOD 4.0MM 810MM X 600MM,0.00,Prod. Order,EA,1935,Under Development,Item,2769,FLAT LEAD SHEET BSEN 4.0MM X 800MM X 590MM,1.,EA,Prod. Order,0.00
1936,BONDED 12MM PLYWOOD 5.0MM 1200MM X 600MM,74.81,Prod. Order,EA,1936,Certified,Item,1005,LEAD CHEMB,39.81,KG,Purchase,1.72
1936,BONDED 12MM PLYWOOD 5.0MM 1200MM X 600MM,74.81,Prod. Order,EA,1936,Certified,Item,1316,PLYWOOD 12MM X 1200MM X 600MM,1.,EA,Purchase,5.32
1937,BONDED 12MM PLYWOOD 5.0MM 1200MM X 600MM,0.00,Prod. Order,EA,1937,Under Development,Item,2108,BSEN SHEET 4.0MM 2290MM X 590MM,1.,EA,Purchase,0.00
1938,BONDED 12MM PLYWOOD 5.0MM 1605MM X 600MM,0.00,Prod. Order,EA,1938,Under Development,Item,2777,FLAT LEAD SHEET BSEN 5.0MM X 1595MM X 590MM,1.,EA,Prod. Order,0.00
1939,BONDED 12MM PLYWOOD 5.0MM 440MM X 440MM,0.00,Prod. Order,EA,1939,Under Development,Item,2784,FLAT LEAD SHEET BSEN 5.0MM X 440MM X 440MM,1.,EA,Prod. Order,0.00
1940,BONDED 12MM PLYWOOD 5.0MM 688MM X 688MM,0.00,Prod. Order,EA,1940,Under Development,Item,2788,FLAT LEAD SHEET BSEN 5.0MM X 688MM X 688MM,1.,EA,Prod. Order,0.00
1941,BONDED 12MM PLYWOOD 6.0MM 1200MM X 600MM,0.00,Prod. Order,EA,1941,Under Development,Item,2790,FLAT LEAD SHEET BSEN 6.0MM X 1190MM X 590MM,1.,EA,Prod. Order,0.00
1942,BONDED 12MM PLYWOOD 6.0MM 1300MM X 600MM,0.00,Prod. Order,EA,1942,Under Development,Item,2791,FLAT LEAD SHEET BSEN 6.0MM X 1290MM X 590MM,1.,EA,Prod. Order,0.00
1943,BONDED 12MM PLYWOOD 6.0MM 1450MM X 600MM,0.00,Prod. Order,EA,1943,Under Development,Item,2792,FLAT LEAD SHEET BSEN 6.0MM X 1440MM X 590MM,1.,EA,Prod. Order,0.00
1944,BONDED 12MM PLYWOOD 6.0MM 1610MM X 600MM,0.00,Prod. Order,EA,1944,Under Development,Item,2793,FLAT LEAD SHEET BSEN 6.0MM X 1600MM X 590MM,1.,EA,Prod. Order,0.00
1945,BONDED 12MM PLYWOOD 7.0MM 1200MM X 600MM,62.45,Prod. Order,EA,1945,Certified,Item,2816,FLAT LEAD SHEET BSEN 7.0MM X 1190MM X 590MM,1.,EA,Prod. Order,0.00
1946,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 1200MM X 600MM,0.00,Prod. Order,EA,1946,Under Development,Item,2136,BSEN SHEET CODE 3 (1.32MM) 1190MM X 590MM,1.,EA,Purchase,0.00
1947,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 2000MM X 600MM,0.00,Prod. Order,EA,1947,Under Development,Item,2143,BSEN SHEET CODE 3 (1.32MM) 1990MM X 590MM,1.,EA,Purchase,0.00
1948,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 2400MM X 50MM,0.00,Prod. Order,EA,1948,Under Development,Item,1949,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 2400MM X 536MM,0.1,EA,Prod. Order,0.00
1949,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 2400MM X 536MM,0.00,Prod. Order,EA,1949,Under Development,Item,2154,BSEN SHEET CODE 3 (1.32MM) 2400MM X 536MM,1.,EA,Purchase,0.00
1950,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 2700MM X 600MM,0.00,Prod. Order,EA,1950,Under Development,Item,2160,BSEN SHEET CODE 3 (1.32MM) 2690MM X 590MM,1.,EA,Purchase,0.00
1951,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 600MM X 550MM,0.00,Prod. Order,EA,1951,Under Development,Item,2135,BSEN SHEET CODE 3 (1.32MM) 1180MM X 540MM,0.5,EA,Purchase,0.00
1952,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 900MM X 600MM,0.00,Prod. Order,EA,1952,Under Development,Item,2140,BSEN SHEET CODE 3 (1.32MM) 1780MM X 590MM,0.5,EA,Purchase,0.00
1953,BONDED 12MM PLYWOOD CODE 3 (1.32MM) 950MM X 600MM,0.00,Prod. Order,EA,1953,Under Development,Item,2142,BSEN SHEET CODE 3 (1.32MM) 1880MM X 590MM,0.5,EA,Purchase,0.00
1954,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 1200MM X 600MM,0.00,Prod. Order,EA,1954,Certified,Item,1215,BSEN SHEET CODE 4 (1.8MM) 1190MM X 590MM,1.,EA,Purchase,27.96
1954,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 1200MM X 600MM,0.00,Prod. Order,EA,1954,Certified,Item,1566,PLYWOOD 12MM X 2400MM X 600MM,0.5,EA,Purchase,10.75
1955,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 2000MM X 600MM,0.00,Prod. Order,EA,1955,Under Development,Item,2178,BSEN SHEET CODE 4 (1.8MM) 1990MM X 590MM,1.,EA,Purchase,0.00
1956,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 2400MM X 50MM,0.00,Prod. Order,EA,1956,Under Development,Item,1957,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 2400MM X 536MM,0.1,EA,Prod. Order,0.00
1957,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 2400MM X 536MM,0.00,Prod. Order,EA,1957,Under Development,Item,1219,BSEN SHEET CODE 4 (1.8MM) 2400MM X 536MM,1.,EA,Purchase,51.64
1958,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 2700MM X 600MM,0.00,Prod. Order,EA,1958,Under Development,Item,2184,BSEN SHEET CODE 4 (1.8MM) 2690MM X 590MM,1.,EA,Purchase,0.00
1959,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 800MM X 600MM,0.00,Prod. Order,EA,1959,Under Development,Item,2175,BSEN SHEET CODE 4 (1.8MM) 1580MM X 590MM,0.5,EA,Purchase,0.00
1960,BONDED 12MM PLYWOOD CODE 4 (1.8MM) 950MM X 600MM,0.00,Prod. Order,EA,1960,Under Development,Item,2177,BSEN SHEET CODE 4 (1.8MM) 1880MM X 590MM,0.5,EA,Purchase,0.00
1961,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1150MM X 600MM,0.00,Prod. Order,EA,1961,Under Development,Item,2197,BSEN SHEET CODE 5 (2.24MM) 1140MM X 590MM,1.,EA,Purchase,0.00
1962,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1200MM X 400MM,0.00,Prod. Order,EA,1962,Under Development,Item,2199,BSEN SHEET CODE 5 (2.24MM) 1190MM X 390MM,1.,EA,Purchase,0.00
1963,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1200MM X 600MM,40.88,Prod. Order,EA,1963,Certified,Item,1225,BSEN SHEET CODE 5 (2.24MM) 1190MM X 590MM,1.,EA,Purchase,35.55
1963,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1200MM X 600MM,40.88,Prod. Order,EA,1963,Certified,Item,1317,PLYWOOD 12MM X 1220MM X 600MM,1.,EA,Purchase,6.38
1964,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1500MM X 600MM,0.00,Prod. Order,EA,1964,Under Development,Item,2205,BSEN SHEET CODE 5 (2.24MM) 1490MM X 590MM,1.,EA,Purchase,0.00
1965,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 1700MM X 650MM,0.00,Prod. Order,EA,1965,Under Development,Item,2209,BSEN SHEET CODE 5 (2.24MM) 1690MM X 640MM,1.,EA,Purchase,0.00
1966,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2000MM X 400MM,0.00,Prod. Order,EA,1966,Under Development,Item,2211,BSEN SHEET CODE 5 (2.24MM) 1990MM X 390MM,1.,EA,Purchase,0.00
1967,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2000MM X 600MM,67.33,Prod. Order,EA,1967,Certified,Item,1013,BSEN SHEET CODE 5 (2.24MM) 1990MM X 590MM,1.,EA,Purchase,57.27
1967,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2000MM X 600MM,67.33,Prod. Order,EA,1967,Certified,Item,1319,PLYWOOD 12MM X 2000MM X 600MM,1.,EA,Purchase,10.31
1968,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2085MM X 220MM,0.00,Prod. Order,EA,1968,Under Development,Item,2214,BSEN SHEET CODE 5 (2.24MM) 2075MM X 210MM,1.,EA,Purchase,0.00
1969,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2085MM X 600MM,0.00,Prod. Order,EA,1969,Under Development,Item,2215,BSEN SHEET CODE 5 (2.24MM) 2075MM X 590MM,1.,EA,Purchase,0.00
1970,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2100MM X 300MM,0.00,Prod. Order,EA,1970,Under Development,Item,2216,BSEN SHEET CODE 5 (2.24MM) 2090MM X 290MM,1.,EA,Purchase,0.00
1971,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2100MM X 400MM,0.00,Prod. Order,EA,1971,Under Development,Item,2217,BSEN SHEET CODE 5 (2.24MM) 2090MM X 390MM,1.,EA,Purchase,0.00
1972,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2100MM X 600MM,0.00,Prod. Order,EA,1972,Under Development,Item,2219,BSEN SHEET CODE 5 (2.24MM) 2090MM X 590MM,1.,EA,Purchase,0.00
1973,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2200MM X 400MM,0.00,Prod. Order,EA,1973,Under Development,Item,2224,BSEN SHEET CODE 5 (2.24MM) 2190MM X 390MM,1.,EA,Purchase,0.00
1974,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2200MM X 600MM,0.00,Prod. Order,EA,1974,Under Development,Item,2225,BSEN SHEET CODE 5 (2.24MM) 2190MM X 590MM,1.,EA,Purchase,0.00
1975,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2300MM X 600MM,0.00,Prod. Order,EA,1975,Under Development,Item,2230,BSEN SHEET CODE 5 (2.24MM) 2290MM X 590MM,1.,EA,Purchase,0.00
1976,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2400MM X 50MM,0.00,Prod. Order,EA,1976,Under Development,Item,1977,BONDED 12MM PLYWOOD CODE 5 (2.24MM) 2400MM X 536MM,0.1,EA,Prod. Order,0.00
